,steam_appid,categories,genres,header_image,short_description,meta,name,developer,publisher,positive,negative,userscore,price,ccu
847,321960.0,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards']",RPG,https://cdn.akamai.steamstatic.com/steam/apps/321960/header.jpg?t=1611670106,"Might &amp; Magic® Heroes® VII makes a triumphant return bringing you the essence of turn based strategy gaming. Set in a fantasy universe with RPG progression with a strong story narrative, you will embark on a journey that you will never forget!",,Might & Magic Heroes VII,Limbic Entertainment,Ubisoft,2901,2501,0,749.0,450
848,1215390.0,"['Single-player', 'Steam Achievements', 'Steam Workshop', 'Includes level editor']",Action,https://cdn.akamai.steamstatic.com/steam/apps/1215390/header.jpg?t=1650037185,"The ultimate physics-based, sandbox battle simulator where you can create funny battles between all sorts of ragdoll creatures! You can also make your own monsters with the unit creator or even join the battles yourself in the first-person mode!",,Animal Revolt Battle Simulator,VDimension,VDimension,3119,106,0,1499.0,449
849,212200.0,"['Single-player', 'Multi-player', 'MMO', 'Co-op', 'Steam Trading Cards']",Action,https://cdn.akamai.steamstatic.com/steam/apps/212200/header.jpg?t=1648147291,"Embark on amazing adventures, build lasting friendships or even find romance in this unique social game, where a welcoming community with thousands of devoted players await! Whoever you are, or whatever your heart’s desire, come express it in Mabinogi and start living your fantasy life!",,Mabinogi,NEXON Korea Corp.,Nexon America Inc.,2536,843,0,0.0,448
850,667970.0,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Workshop', 'Includes level editor']",Action,https://cdn.akamai.steamstatic.com/steam/apps/667970/header.jpg?t=1649333292,"VTOL VR is a near-futuristic combat flight game built for Virtual Reality. Pilot advanced multi-role jets, using your hands to flip switches, press buttons, and manipulate the virtual flight controls.",,VTOL VR,"Boundless Dynamics, LLC","Boundless Dynamics, LLC",7116,175,0,2399.0,446
851,387290.0,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Stats', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV']",Action,https://cdn.akamai.steamstatic.com/steam/apps/387290/header.jpg?t=1612858122,"“Ori and the Blind Forest” tells the tale of a young orphan destined for heroics, through a visually stunning Action-Platformer crafted by Moon Studios.",88.0,Ori and the Blind Forest: Definitive Edition,Moon Studios GmbH,Xbox Game Studios,51197,2227,0,499.0,445
852,307960.0,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Trading Cards', 'Partial Controller Support', 'Includes level editor']",Action,https://cdn.akamai.steamstatic.com/steam/apps/307960/header.jpg?t=1629472363,IL-2 Sturmovik: Battle of Stalingrad is the continuation of the legendary IL-2 Sturmovik series that has set the standard for PC combat flight games for more than ten years. This new entry into the series will offer virtual pilots an even more accurate simulation of the most famous air battles.,74.0,IL-2 Sturmovik: Battle of Stalingrad,1C Game Studios,1C Game Studios,5497,1355,0,4999.0,444
853,236870.0,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",Action,https://cdn.akamai.steamstatic.com/steam/apps/236870/header.jpg?t=1599823634,"There is a world beyond ours. Beyond nations, justice, ethics. It never sleeps. It exists everywhere. And once you enter....there is no going back. Welcome to the World of Assassination. You are Agent 47, the world's ultimate assassin.",,HITMAN,"IO Interactive A/S, Feral Interactive (Linux), Feral Interactive (Mac)","IO Interactive A/S, Feral Interactive (Linux), Feral Interactive (Mac)",29588,6160,0,0.0,441
854,563560.0,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Captions available', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Includes level editor', 'Includes Source SDK']",Action,https://cdn.akamai.steamstatic.com/steam/apps/563560/header.jpg?t=1658196279,Co-operative top-down shooter game available for free. An epic bug hunt featuring a unique blend of co-op play and squad-level tactics.,,Alien Swarm: Reactive Drop,Reactive Drop Team,Reactive Drop Team,16035,858,0,0.0,441
855,206480.0,"['Multi-player', 'MMO', 'PvP', 'Co-op', 'In-App Purchases']",Action,https://cdn.akamai.steamstatic.com/steam/apps/206480/header.jpg?t=1635390279,Enter a world of danger and adventure with Dungeons &amp; Dragons Online® based on the beloved RPG that started it all.,,Dungeons & Dragons Online,"Standing Stone Games, LLC","Standing Stone Games, LLC",3871,1639,0,0.0,441
856,512900.0,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together']",Action,https://cdn.akamai.steamstatic.com/steam/apps/512900/header.jpg?t=1617984936,"Fight, sneak, and hack your way through randomly generated cities. It's like Nuclear Throne meets Deus Ex, mixed with the anarchy of GTA. Rogue-lite meets immersive sim, and goes completely insane.",,Streets of Rogue,Matt Dabrowski,tinyBuild,15279,556,0,1999.0,440
857,327070.0,"['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Stats']",Action,https://cdn.akamai.steamstatic.com/steam/apps/327070/header.jpg?t=1656411554,"Gloria Victis is a MMORPG with an emphasis on realism, set in a low-fantasy medieval open world. Enjoy MMO with skill-based non-target combat, open PVP with territory control, deep crafting system and player-driven economy – all that served with beautiful graphics and immersive atmosphere.",,Gloria Victis: Medieval MMORPG,Black Eye Games,Black Eye Games,5141,2042,0,1999.0,439
858,300.0,"['Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Valve Anti-Cheat enabled', 'Stats', 'Includes Source SDK']",Action,https://cdn.akamai.steamstatic.com/steam/apps/300/header.jpg?t=1570137070,Valve's WWII Multiplayer Classic - Now available for Mac.,80.0,Day of Defeat: Source,Valve,Valve,16415,1593,0,999.0,439
859,1099410.0,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Steam Achievements', 'Steam Workshop']",Action,https://cdn.akamai.steamstatic.com/steam/apps/1099410/header.jpg?t=1655289261,"Inspired by The Iliad and brought to life through the award-winning strategy game series, A Total War Saga: TROY brings a blend of grand, turn-based empire management and spectacular real-time battles to the heart of the Trojan War.",,A Total War Saga: TROY,"CREATIVE ASSEMBLY, Feral Interactive (Mac)","SEGA, Feral Interactive (Mac)",1412,549,0,4999.0,437
860,747660.0,"['Single-player', 'Steam Achievements', 'Full controller support']",Action,https://cdn.akamai.steamstatic.com/steam/apps/747660/header.jpg?t=1656715819,"In Five Nights at Freddy’s: Security Breach, play as Gregory, a young boy who’s been trapped overnight inside of Freddy Fazbear’s Mega Pizzaplex. With the help of Freddy himself, Gregory must uncover the secrets of the Pizzaplex, learn the truth, and survive until dawn.",,Five Nights at Freddy's: Security Breach,Steel Wool Studios,ScottGames,31149,6006,0,3999.0,434
861,312530.0,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together']",Action,https://cdn.akamai.steamstatic.com/steam/apps/312530/header.jpg?t=1606522299,"Enter the futuristic year of 1984, an age where ducks run wild in a frantic battle for glory. Blast your friends with Shotguns, Net Guns, Mind Control Rays, Saxophones, Magnet Guns, and much, much more. This is DUCK GAME. Don't blink.",82.0,Duck Game,Landon Podbielski,Adult Swim Games,32103,1163,0,1299.0,434
862,377840.0,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet']",RPG,https://cdn.akamai.steamstatic.com/steam/apps/377840/header.jpg?t=1596707344,"Selling over five million copies since its release in 2000, FINAL FANTASY IX proudly returns on Steam! Now you can relive the adventures of Zidane and his crew on PC !",84.0,FINAL FANTASY IX,Square Enix,Square Enix,7967,494,0,2099.0,434
863,293760.0,"['Single-player', 'Steam Workshop']",Free to Play,https://cdn.akamai.steamstatic.com/steam/apps/293760/header.jpg?t=1656122411,"Make your dream cars a reality with Automation’s unparalleled car and engine design tools. Gain a competitive edge through smart engineering and business decisions to help you build an automotive empire. Will you become an industry leader, or just a footnote in automotive history?",,Automation - The Car Company Tycoon Game,Camshaft Software Ltd,Camshaft Software Ltd,7474,607,0,2999.0,434
864,553420.0,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",Action,https://cdn.akamai.steamstatic.com/steam/apps/553420/header.jpg?t=1649107473,"Explore a land filled with lost legends, ancient powers, and ferocious monsters in TUNIC, an isometric action game about a small fox on a big adventure.",85.0,TUNIC,TUNIC Team,Finji,4126,342,0,2999.0,434
865,429050.0,"['Single-player', 'Multi-player', 'Steam Achievements', 'Partial Controller Support']",Action,https://cdn.akamai.steamstatic.com/steam/apps/429050/header.jpg?t=1615737978,"Hunt and eat other fish - simply, grow into larger beasts!",,Feed and Grow: Fish,Old B1ood,Greens s.r.o.,8257,2125,0,1499.0,431
866,1740720.0,"['Single-player', 'Full controller support']",Action,https://cdn.akamai.steamstatic.com/steam/apps/1740720/header.jpg?t=1657573254,"Have a Nice Death is a 2D action roguelike where you play as an overworked Death, whose employees have run rampant, completely throwing off the balance of souls - and his vacation plans. In order to restore order, you'll have to grab your trusty scythe and show your employees who's boss.",,Have a Nice Death,Magic Design Studios,Gearbox Publishing,3203,520,0,1499.0,431
867,1135690.0,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",Casual,https://cdn.akamai.steamstatic.com/steam/apps/1135690/header.jpg?t=1654612925,"Unpacking is a zen puzzle game about the familiar experience of pulling possessions out of boxes and fitting them into a new home. Part block-fitting puzzle, part home decoration, you are invited to create a satisfying living space while learning clues about the life you’re unpacking.",84.0,Unpacking,Witch Beam,Humble Games,12565,1066,0,1999.0,429
868,78000.0,"['Single-player', 'Steam Achievements', 'Remote Play on Phone', 'Remote Play on Tablet']",Casual,https://cdn.akamai.steamstatic.com/steam/apps/78000/header.jpg?t=1615298902,"The biggest, brightest Bejeweled ever! Discover all-new ways to play the world’s #1 puzzle game. Find your perfect match with 8 breathtaking game modes that meet all your moods.",82.0,Bejeweled 3,"PopCap Games, Inc.","PopCap Games, Inc., Electronic Arts",4979,212,0,499.0,429
869,374280.0,"['Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Steam Cloud']",Action,https://cdn.akamai.steamstatic.com/steam/apps/374280/header.jpg?t=1650735909,Hired Ops is a session-based online shooter dedicated to fierce conflicts between rival mercenary groups battling on a global scale.,,Hired Ops,Absolut Soft LLC,QuickBobber,7681,3986,0,0.0,428
870,108200.0,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Turn Notifications', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play Together']",Casual,https://cdn.akamai.steamstatic.com/steam/apps/108200/header.jpg?t=1621516042,"CONNECT MORE THAN CITIES! Set off with your friends and family to re(discover) Ticket to Ride, the classic boardgame. In this railway adventure, you’ll need to be the quickest to link up your cities and reach your destinations.",,Ticket to Ride,Days of Wonder,"Days of Wonder, Asmodee Digital",3935,419,0,999.0,427
871,937310.0,"['Single-player', 'Steam Achievements', 'Includes level editor']",Indie,https://cdn.akamai.steamstatic.com/steam/apps/937310/header.jpg?t=1634215232,"Infinitode 2 - a strategy in the Tower Defense genre, in which the player will have to build towers to protect his base from endless waves of enemies. The game features huge maps, lots of towers, resource miners, upgrade tree and map editor.",,Infinitode 2 - Infinite Tower Defense,Prineside,Prineside,1757,139,0,0.0,426
872,1635450.0,"['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements']",Action,https://cdn.akamai.steamstatic.com/steam/apps/1635450/header.jpg?t=1656919316,"Fish, farm, craft, gather, cook, loot or steal from other players and build a campsite or a village with your friends in an open-world multiplayer sandbox game without rules!",,Longvinter,Uuvana Studios,Uuvana Studios,1515,741,0,1699.0,426
873,15370.0,['Single-player'],Strategy,https://cdn.akamai.steamstatic.com/steam/apps/15370/header.jpg?t=1602603385,"For the first time, play as the Orc faction and recruit heroes, build armies and manage cities as you explore and conquer legendary lands. Use tactics, skills and magic to outsmart fantasy armies while developing your heroes and unveiling the dark plot that threatens to tear the world of Ashan apart.",70.0,Heroes of Might & Magic V: Tribes of the East,Nival,Ubisoft,2018,151,0,249.0,425
874,394690.0,"['Single-player', 'Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats', 'Steam Leaderboards']",Action,https://cdn.akamai.steamstatic.com/steam/apps/394690/header.jpg?t=1641885301,"PLAY, CREATE, PARTY! Tower Unite is a community-based virtual world party game with online games, entertainment, activities, and absolutely NO microtransactions.",,Tower Unite,PixelTail Games,PixelTail Games,14774,1641,0,1999.0,423
875,365450.0,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Cloud', 'Includes level editor']",Indie,https://cdn.akamai.steamstatic.com/steam/apps/365450/header.jpg?t=1622564333,"Hacknet is an immersive, terminal-based hacking simulator for PC. Dive down a rabbit hoIe as you follow the instructions of a recently deceased hacker, whose death may not have been the accident the media reports.",82.0,Hacknet,Team Fractal Alligator,Fellow Traveller,19832,1369,0,999.0,423
876,364470.0,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Cross-Platform Multiplayer', 'Steam Trading Cards', 'In-App Purchases']",Free to Play,https://cdn.akamai.steamstatic.com/steam/apps/364470/header.jpg?t=1653677648,The Elder Scrolls: Legends™ is an award- winning free-to-play strategy card game based on the world and lore of the Elder Scrolls series. Play for hours or minutes across many game modes that are easy to learn but challenging to master.,,The Elder Scrolls: Legends,"Sparkypants Studios, LLC",Bethesda Softworks,7423,2581,0,0.0,423
877,1259980.0,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",Racing,https://cdn.akamai.steamstatic.com/steam/apps/1259980/header.jpg?t=1630401806,"Are you ready to live the best gaming experience that a motorcycle fan can get? RIDE 4 will spark your competitive soul with hundreds of bikes, dozens of tracks and a whole new level of realism.",,RIDE 4,Milestone S.r.l.,Milestone S.r.l.,4776,1288,0,4999.0,421
878,631510.0,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Remote Play on TV']",Action,https://cdn.akamai.steamstatic.com/steam/apps/631510/header.jpg?t=1644282550,"The popular stylish action games Devil May Cry, Devil May Cry 2, and Devil May Cry 3 Special Edition return in one collection!",,Devil May Cry HD Collection,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",5158,502,0,2999.0,420
879,282440.0,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Stats']",Action,https://cdn.akamai.steamstatic.com/steam/apps/282440/header.jpg?t=1543499450,"From the legendary series that founded the online shooter genre comes the most exciting, energetic, and fast-paced shooter on the Internet. Play against players around the world in over 100 arenas, and a dozen game modes, in one of the most competitive shooters online today. Welcome to Quake Live.",,Quake Live,id Software,Bethesda Softworks,12364,2018,0,999.0,420
880,24810.0,"['Single-player', 'Multi-player']",Strategy,https://cdn.akamai.steamstatic.com/steam/apps/24810/header.jpg?t=1615390743,"In the name of Kane! The Command &amp; Conquer™ series continues to thrive with Command &amp; Conquer™ 3: Kane’s Wrath. As the expansion pack to the critically-acclaimed and fan favorite, Command &amp; Conquer 3 Tiberium Wars™, this Real-time Strategy (RTS) game returns to the Tiberium Universe with Kane at the center of an epic new...",77.0,Command & Conquer 3: Kane's Wrath,EA Los Angeles,Electronic Arts,2965,135,0,1499.0,417
881,752590.0,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV']",Action,https://cdn.akamai.steamstatic.com/steam/apps/752590/header.jpg?t=1656000174,"Follow the grim tale of young Amicia and her little brother Hugo, in a heartrending journey through the darkest hours of history.",81.0,A Plague Tale: Innocence,Asobo Studio,Focus Entertainment,41399,2748,0,3999.0,417
882,438480.0,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",Action,https://cdn.akamai.steamstatic.com/steam/apps/438480/header.jpg?t=1653307078,"Rocked by an explosive soundtrack, choose your band, place your equipments and defend the Rock 'N' Roll from everyone and everything who try to pull it down, on a totally hardcore tower defense!",,Rock 'N' Roll Defense,NukGames,NukGames,1623,267,0,49.0,416
883,6060.0,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Partial Controller Support', 'Steam Cloud']",Action,https://cdn.akamai.steamstatic.com/steam/apps/6060/header.jpg?t=1602892465,"Join the rise of Darth Vader’s elite 501st Legion of Stormtroopers as you fight through an all new story-based saga where every action you take impacts the battlefront and, ultimately, the fate of the Star Wars galaxy.",78.0,"Star Wars: Battlefront 2 (Classic, 2005)",Pandemic Studios,"Lucasfilm, LucasArts, Disney",45008,2766,0,999.0,415
884,758190.0,"['Single-player', 'Steam Achievements', 'Steam Cloud']",Adventure,https://cdn.akamai.steamstatic.com/steam/apps/758190/header.jpg?t=1646649681,"Dragon Cliff is a Semi-Idle RPG game with deep and complex itemization/skill systems to support endless character builds. Players are to collect adventurers, kill monsters, advance talent trees, enchant/reforge equipment, discover scrolls and finally assemble the most powerful adventure team!",,Dragon Cliff,Meta Interaction,Meta Interaction,5663,628,0,299.0,415
885,39500.0,"['Single-player', 'Steam Cloud']",Action,https://cdn.akamai.steamstatic.com/steam/apps/39500/header.jpg?t=1643760637,"A nameless hero becomes a legend! Myrtana, a world in upheaval: overrun by orcs from the dark lands in the north, King Rhobar is defending Vengard, the former stronghold of the humans, with his last troop of followers.",63.0,Gothic 3,Piranha Bytes,THQ Nordic,6837,1454,0,999.0,413
886,883860.0,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Remote Play on Phone', 'Remote Play on Tablet']",Casual,https://cdn.akamai.steamstatic.com/steam/apps/883860/header.jpg?t=1623217981,"Cadria Item Shop is a casual simulation game with RPG elements. Craft legendary items, hire heroes, and expand your shop to rebuild the town. Join a mighty guild, fight together in faction wars and send your heroes to explore the mystic lands of Cadria! All of this and much more awaits you!",,Cadria Item Shop,Orange Cat Studio,BEST KIRIN GLOBAL LIMITED,966,369,0,0.0,411
887,700600.0,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",Simulation,https://cdn.akamai.steamstatic.com/steam/apps/700600/header.jpg?t=1644329179,"A satirical spy-fi lair builder where YOU are the criminal mastermind! Construct your base, train your minions, defend your operations from the Forces of Justice, and achieve global domination!",,Evil Genius 2: World Domination,Rebellion,Rebellion,6612,3332,0,3999.0,409
888,848480.0,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Steam Achievements', 'Steam Cloud', 'Stats', 'Includes level editor']",Action,https://cdn.akamai.steamstatic.com/steam/apps/848480/header.jpg?t=1641068341,The unstoppable fluid enemy has returned and destroyed every world in its path! Defend against Creeper as it floods across the 3D terrain in this real time strategy game where the enemy is a fluid.,,Creeper World 4,Knuckle Cracker,Knuckle Cracker,2804,121,0,2499.0,407
889,246620.0,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Includes level editor', 'Remote Play on Tablet']",Casual,https://cdn.akamai.steamstatic.com/steam/apps/246620/header.jpg?t=1657206707,"Plague Inc: Evolved is a unique mix of high strategy and terrifyingly realistic simulation. Your pathogen has just infected 'Patient Zero' - now you must bring about the end of human history by evolving a deadly, global Plague whilst adapting against everything humanity can do to defend itself.",,Plague Inc: Evolved,Ndemic Creations,Ndemic Creations,41860,2459,0,1499.0,406
890,384300.0,"['Steam Achievements', 'Steam Trading Cards']",Design & Illustration,https://cdn.akamai.steamstatic.com/steam/apps/384300/header.jpg?t=1632319493,Maximize your FPS :: Use CPUCores to isolate and constrain OS + non-game processes and dedicate CPU resources to be used exclusively for your games! CPUCores fully integrates with all Steam games!,,CPUCores :: Maximize Your FPS,Smorb Software,Smorb Software,8414,3357,0,1499.0,405
891,268400.0,"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Cloud', 'Includes level editor']",Strategy,https://cdn.akamai.steamstatic.com/steam/apps/268400/header.jpg?t=1635237884,"The ultimate edition of Panzer Corps, containing hundreds of scenarios and all its expansions. Panzer Corps Gold is the culmination of the wargame that has enthralled millions of fans all around the globe, and now it’s your chance to fully experience a real classic.",80.0,Panzer Corps Gold,"Flashback Games, The Lordz Games Studio",Slitherine Ltd.,1995,173,0,2999.0,405
892,826630.0,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Remote Play on TV']",Strategy,https://cdn.akamai.steamstatic.com/steam/apps/826630/header.jpg?t=1657552489,"A classic real-time strategy game with an epic single player campaign, multiplayer &amp; coop, set in the alternate reality of 1920+",75.0,Iron Harvest,KING Art,Prime Matter,7877,3093,0,2999.0,405
893,337320.0,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards', 'Includes level editor']",Action,https://cdn.akamai.steamstatic.com/steam/apps/337320/header.jpg?t=1642548416,"Paint the Town Red is a chaotic first person melee combat game set in different locations and time periods. The voxel-based enemies can be punched, bashed, kicked, stabbed and sliced completely dynamically using almost anything that isn't nailed down.",,Paint the Town Red,South East Games,South East Games,18203,894,0,1999.0,402
894,200710.0,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']",Action,https://cdn.akamai.steamstatic.com/steam/apps/200710/header.jpg?t=1597342077,"The adventure continues in Torchlight II! An Action RPG filled with epic battles, bountiful treasure, and a fully randomized world. Bring your friends along for the journey with online and LAN multiplayer.",88.0,Torchlight II,Runic Games,Runic Games,38089,2797,0,1999.0,402
895,684450.0,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']",Simulation,https://cdn.akamai.steamstatic.com/steam/apps/684450/header.jpg?t=1655395612,"Survive and thrive in a post-apocalyptic future — resources are scarce, but opportunity calls! Build the ultimate disaster proof colony, protect your colonists, and restore civilization to a devastated world.",,Surviving the Aftermath,Iceflake Studios,Paradox Interactive,2163,919,0,2999.0,400
896,677120.0,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Includes level editor']",Action,https://cdn.akamai.steamstatic.com/steam/apps/677120/header.jpg?t=1575208810,Heroes of Hammerwatch is a rogue-lite action-adventure. Explore and battle your way through procedurally generated levels on your own or with up to 3 friends.,,Heroes of Hammerwatch,Crackshell,"Crackshell, Surefire.Games",6574,848,0,1199.0,400
897,238090.0,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play on TV']",Action,https://cdn.akamai.steamstatic.com/steam/apps/238090/header.jpg?t=1601483606,"Sniper Elite 3 is a tactical third-person shooter that combines stealth, gameplay choice and genre-defining ballistics with huge, open levels and the exotic terrain of World War 2 North Africa.",,Sniper Elite 3,Rebellion,Rebellion,19083,4177,0,2999.0,399
898,736190.0,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Remote Play on Tablet']",Casual,https://cdn.akamai.steamstatic.com/steam/apps/736190/header.jpg?t=1652165136,"In this casual sim set in China, you step into the shoes of an average kid from birth towards the end of your high school. Study hard, have fun, make friends and face your ultimate challenge, the “Gaokao”. What will your life be after that? And when you have a child, will you be a Tiger Parent?",,Chinese Parents,墨鱼玩游戏,墨鱼玩游戏,20651,1833,0,999.0,398
899,846770.0,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV', 'Remote Play Together']",Action,https://cdn.akamai.steamstatic.com/steam/apps/846770/header.jpg?t=1652170181,Ascend from your shelter. Ruin everything. Escape the wretched island. ⚔️🔨🎣🌱🌵🍰 Explore. Fight. Level up. Survive. Gather. Craft. Harvest. Hunt. Build. Farm. Solve puzzles. Fish. Cook. Live. Enjoy the bittersweet post-apocalypse.,,DYSMANTLE,10tons Ltd,10tons Ltd,1642,104,0,1999.0,398
900,858210.0,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']",Action,https://cdn.akamai.steamstatic.com/steam/apps/858210/header.jpg?t=1647333348,"Nova Drift distills the mechanical depth and strategy of an ARPG into classic arcade space combat. Control an endlessly evolving bio-mechanical ship, face legions of strange and deadly foes, and ride the wake of a dying star across the void.",,Nova Drift,Chimeric,Pixeljam,7778,259,0,1499.0,396
901,48190.0,"['Single-player', 'Multi-player', 'Partial Controller Support']",Action,https://cdn.akamai.steamstatic.com/steam/apps/48190/header.jpg?t=1657823056,Now Available on Mac! It’s time to join the Brotherhood.,88.0,Assassin’s Creed Brotherhood,Ubisoft Montreal,Ubisoft,13792,1707,0,1999.0,395
902,553520.0,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Includes level editor']",Simulation,https://cdn.akamai.steamstatic.com/steam/apps/553520/header.jpg?t=1640841908,"Much more than just a train driving simulator. Build, drive and operate the railroad of your dreams with Trainz Railroad Simulator 2019.",,Trainz Railroad Simulator 2019,N3V Games,N3V Games,1076,399,0,3999.0,395
903,463530.0,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']",Indie,https://cdn.akamai.steamstatic.com/steam/apps/463530/header_alt_assets_1.jpg?t=1657010008,"Empires of the Undergrowth is a fast-paced ant colony strategy game. Underground you excavate your nest, construct tunnels and chambers to store resources and raise your brood, then venture above ground. Here, your ants will claim territory, gather resources and overwhelm fearsome foes.",,Empires of the Undergrowth,Slug Disco Studios,Slug Disco Studios,6114,334,0,1999.0,394
904,347630.0,"['Multi-player', 'MMO']",Action,https://cdn.akamai.steamstatic.com/steam/apps/347630/header.jpg?t=1538534575,"It's time for a 16-bit beatdown! Enjoy the Card Game, Trials, chatting, and rockin' to some awesome music as you fight in retro-style battles up to 9v9! Also-- it's FREE!",,16 Bit Arena,16bitarena.com,16bitarena.com,41,23,0,0.0,394
