,steam_appid,categories,genres,header_image,short_description,meta
0,245450,"['Single-player', 'Steam Cloud']",Adventure,https://cdn.akamai.steamstatic.com/steam/apps/245450/header.jpg?t=1655319355,"A New Wizardry for a New GenerationThe universe is in the throes of violent upheaval and change. Vast and mysterious forces are preparing for the final confrontation. A small group of heroes from distant lands must plunge into the heart of the maelstrom, to uncover long-forgotten secrets, and bring about a new era.",85
0,1850550,"['Single-player', 'Steam Achievements']",Indie,https://cdn.akamai.steamstatic.com/steam/apps/1850550/header.jpg?t=1652461279,A spot the difference -type of puzzle horror game about monitoring live surveillance camera footage and spotting anomalies. Anomalies range from furniture movement to intruders. Fix anomalies by filing a reports. You will need sharp eyes and good memory. The goal is to survive the entire night.,
0,1260520,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",Casual,https://cdn.akamai.steamstatic.com/steam/apps/1260520/header.jpg?t=1655316268,A mind-bending recursive puzzle game about boxes within boxes within boxes within boxes. Learn to use infinity to your advantage as you explore a deep and elegant system.,
0,613880,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']",Simulation,https://cdn.akamai.steamstatic.com/steam/apps/613880/header.jpg?t=1573145498,"The wildly popular Zoo Tycoon series gets set to crank up the excitement, challenge, and fun of building the ultimate zoo. Let your imagination run wild with Zoo Tycoon: Ultimate Animal Collection. Build, manage, and maintain your dream zoo alone or with up to four players.",
0,15120,"['Single-player', 'Multi-player', 'Co-op']",Action,https://cdn.akamai.steamstatic.com/steam/apps/15120/header.jpg?t=1642519971,Tom Clancy's Rainbow Six® Vegas 2 - the sequel to the award-winning next-generation first-person shooter - returns to Sin City. Tom Clancy's Rainbow Six Vegas 2 is your last chance to rescue America's sexiest city from an escalating terrorist siege that will force you into heart-pounding action from beginning to end.,78
0,876650,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards']",Adventure,https://cdn.akamai.steamstatic.com/steam/apps/876650/header.jpg?t=1641482551,"As one of the last human survivors, you find yourself stranded on an uninhabited island. With a few other victims of the crash, can you craft, mine, and build your way to survival?",
0,1172450,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",Adventure,https://cdn.akamai.steamstatic.com/steam/apps/1172450/header.jpg?t=1644166244,"Carto is a charming adventure game wrapped around a unique, world-altering puzzle mechanic. Use this power to explore mysterious lands, help a quirky cast of characters, and guide Carto on her journey back to her family.",
0,522470,"['Single-player', 'Steam Achievements']",Adventure,https://cdn.akamai.steamstatic.com/steam/apps/522470/header.jpg?t=1638368655,"Enter The House of Da Vinci, a new must-try 3D puzzle adventure game. Solve mechanical puzzles, discover hidden objects, escape from rooms and dive into the authentic atmosphere of the Renaissance. Use all your wits to find out what's behind your master's disappearance.",
0,222520,"['Multi-player', 'MMO', 'Cross-Platform Multiplayer']",Free to Play,https://cdn.akamai.steamstatic.com/steam/apps/222520/header.jpg?t=1612867232,"Choose your Realm and engage in the most dynamic player driven battlefield available on any MMO. Fight for the Alsius Empire, protect the woods of Syrtis or avenge the Brotherhood of Ignis.",
0,965300,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Remote Play Together']",Strategy,https://cdn.akamai.steamstatic.com/steam/apps/965300/header.jpg?t=1617126552,With this modernized History Edition dive into the diversified mix of enthralling build-up matches and exciting real-time fights. Manifold landscapes await to be explored and populated. Includes the main game plus the two expansions.,
0,1847240,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",Casual,https://cdn.akamai.steamstatic.com/steam/apps/1847240/header.jpg?t=1657286929,Work hard and you may reach the top of the video game industry!,
